lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
cor_subtitles_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.122,-0.083,0.302,0.0520837904284494,216.6,0.195,1183.6,cor_subtitles_cbow_300_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.119,-0.1,0.32,0.0520837904284494,212.83,0.206,1184.9,subtitles,cor,lowercase,cbow,r_01,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.277,0.049,0.448,-0.211225071009768,373.67,0.012,1178.6,cor_subtitles_cbow_300_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.273,0.064,0.46,-0.211225071009768,368.87,0.014,1180.1,subtitles,cor,lowercase,cbow,r_10,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.345,0.17,0.499,-0.112468637748057,415.31,0.002,1175.1,cor_subtitles_cbow_300_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.341,0.164,0.516,-0.112468637748057,412.4,0.002,1176.6,subtitles,cor,lowercase,cbow,r_03,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.311,0.1,0.501,-0.154188235932206,375.36,0.003,1176.1,cor_subtitles_cbow_300_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.306,0.104,0.501,-0.154188235932206,370.2,0.004,1177.7,subtitles,cor,lowercase,cbow,r_05,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.207,0.035,0.385,0.0219930792359323,227.98,0.026,1180,cor_subtitles_cbow_50_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.207,0.005,0.399,0.0219930792359323,229.19,0.026,1181.3,subtitles,cor,lowercase,cbow,r_01,50,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.38,0.205,0.562,-0.173412306078948,247.89,0.001,1173.2,cor_subtitles_cbow_50_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.376,0.188,0.552,-0.173412306078948,246.55,0.001,1174.8,subtitles,cor,lowercase,cbow,r_10,50,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.428,0.254,0.567,-0.0823572861769982,266.98,0,1169.6,cor_subtitles_cbow_50_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.426,0.274,0.571,-0.0823572861769982,267.26,0,1171,subtitles,cor,lowercase,cbow,r_03,50,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.396,0.209,0.558,-0.192416742262204,236.58,0.001,1173.5,cor_subtitles_cbow_50_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.395,0.241,0.542,-0.192416742262204,237.39,0.001,1174.8,subtitles,cor,lowercase,cbow,r_05,50,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.102,-0.094,0.296,0.0235122084562282,259.8,0.176,1183.4,cor_subtitles_cbow_500_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.101,-0.11,0.283,0.0235122084562282,257.51,0.183,1184.7,subtitles,cor,lowercase,cbow,r_01,500,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.299,0.099,0.499,-0.182944356742293,370.06,0.013,1178.8,cor_subtitles_cbow_500_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.294,0.088,0.485,-0.182944356742293,364.78,0.015,1180.3,subtitles,cor,lowercase,cbow,r_10,500,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.297,0.102,0.489,-0.0574548275307362,407.69,0.008,1177.9,cor_subtitles_cbow_500_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.293,0.111,0.458,-0.0574548275307362,403.46,0.009,1179.4,subtitles,cor,lowercase,cbow,r_03,500,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.321,0.131,0.499,-0.126284396005517,412.17,0.004,1176.5,cor_subtitles_cbow_500_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.316,0.12,0.504,-0.126284396005517,406.77,0.005,1178.1,subtitles,cor,lowercase,cbow,r_05,500,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.389,-0.536,-0.212,0.00817413352390566,-121.9,0.095,1182.4,cor_subtitles_conditional_probability_None_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.389,-0.538,-0.226,0.00817413352390566,-123.46,0.093,1183.6,subtitles,cor,lowercase,conditional_probability_None,r_01,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.038,-0.13,0.23,-0.0668457228289038,843.21,0.105,1182.6,cor_subtitles_conditional_probability_None_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.035,-0.16,0.219,-0.0668457228289038,830.78,0.112,1183.9,subtitles,cor,lowercase,conditional_probability_None,r_10,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.27,-0.407,-0.106,-0.0219328163119831,-99.3,0.459,1184.8,cor_subtitles_conditional_probability_None_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.272,-0.408,-0.134,-0.0219328163119831,-102.6,0.447,1186,subtitles,cor,lowercase,conditional_probability_None,r_03,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.125,-0.299,0.048,-0.0380861861262826,113.17,0.647,1185.2,cor_subtitles_conditional_probability_None_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.127,-0.307,0.052,-0.0380861861262826,106.7,0.668,1186.4,subtitles,cor,lowercase,conditional_probability_None,r_05,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.158,0.01,0.286,0.170556963446328,465.94,0.072,1181.9,cor_subtitles_log_cooccurrence_None_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.155,0.029,0.299,0.170556963446328,462.13,0.077,1183.3,subtitles,cor,lowercase,log_cooccurrence_None,r_01,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.073,-0.266,0.107,0.0898415584938081,274.6,0.27,1184.1,cor_subtitles_log_cooccurrence_None_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.075,-0.222,0.1,0.0898415584938081,271.86,0.278,1185.4,subtitles,cor,lowercase,log_cooccurrence_None,r_10,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.053,-0.098,0.196,0.124881612510223,506.16,0.055,1181.5,cor_subtitles_log_cooccurrence_None_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.051,-0.095,0.208,0.124881612510223,503.49,0.058,1182.8,subtitles,cor,lowercase,log_cooccurrence_None,r_03,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.018,-0.167,0.148,0.10929705747658,382.73,0.133,1183,cor_subtitles_log_cooccurrence_None_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.02,-0.207,0.156,0.10929705747658,379.72,0.138,1184.3,subtitles,cor,lowercase,log_cooccurrence_None,r_05,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.333,-0.516,-0.144,0.218476886442596,-776.76,0.241,1183.9,cor_subtitles_pmi_None_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.333,-0.504,-0.155,0.218476886442596,-790.66,0.236,1185.1,subtitles,cor,lowercase,pmi_None,r_01,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.107,-0.291,0.119,0.0816209351882985,-308.02,0.58,1185.1,cor_subtitles_pmi_None_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.108,-0.334,0.117,0.0816209351882985,-312.91,0.577,1186.3,subtitles,cor,lowercase,pmi_None,r_10,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.206,-0.431,0.024,0.144894095998394,-400.7,0.518,1184.9,cor_subtitles_pmi_None_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.205,-0.45,0.045,0.144894095998394,-403.22,0.518,1186.2,subtitles,cor,lowercase,pmi_None,r_03,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.131,-0.328,0.072,0.0954562515848896,-234.6,0.699,1185.2,cor_subtitles_pmi_None_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.131,-0.348,0.084,0.0954562515848896,-238.83,0.696,1186.5,subtitles,cor,lowercase,pmi_None,r_05,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.261,-0.417,-0.125,0.177696692871082,-158.44,0.869,1185.4,cor_subtitles_ppmi_None_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.261,-0.397,-0.114,0.177696692871082,-180.81,0.851,1186.6,subtitles,cor,lowercase,ppmi_None,r_01,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.084,-0.307,0.116,0.0199649502232278,-159.88,0.872,1185.4,cor_subtitles_ppmi_None_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.085,-0.33,0.14,0.0199649502232278,-178.97,0.858,1186.6,subtitles,cor,lowercase,ppmi_None,r_10,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.158,-0.371,0.081,0.106815672408417,291.76,0.799,1185.3,cor_subtitles_ppmi_None_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.158,-0.343,0.061,0.106815672408417,280.77,0.807,1186.6,subtitles,cor,lowercase,ppmi_None,r_03,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.074,-0.286,0.141,0.0271840576986367,439.5,0.689,1185.2,cor_subtitles_ppmi_None_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,-0.076,-0.295,0.137,0.0271840576986367,421.98,0.702,1186.5,subtitles,cor,lowercase,ppmi_None,r_05,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.132,-0.027,0.303,0.192741103346037,-20780.46,0.391,1184.6,cor_subtitles_probability_ratios_None_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.134,-0.01,0.299,0.192741103346037,-20244,0.406,1185.9,subtitles,cor,lowercase,probability_ratios_None,r_01,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_subtitles_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.453,0.288,0.603,-0.309914429055593,24416.92,0,1161,cor_subtitles_probability_ratios_None_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.45,0.274,0.592,-0.309914429055593,24364.4,0,1162.7,subtitles,cor,lowercase,probability_ratios_None,r_10,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.311,0.13,0.475,-0.124066844166091,25196.3,0.023,1179.9,cor_subtitles_probability_ratios_None_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.31,0.132,0.465,-0.124066844166091,25235.03,0.024,1181.1,subtitles,cor,lowercase,probability_ratios_None,r_03,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.291,0.153,0.424,-0.319648714276005,19619.16,0.001,1173.5,cor_subtitles_probability_ratios_None_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.294,0.151,0.431,-0.319648714276005,19948.78,0.001,1174.5,subtitles,cor,lowercase,probability_ratios_None,r_05,None,count,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.329,0.148,0.476,-0.0238805312134928,390.61,0.002,1175.2,cor_subtitles_skipgram_100_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.327,0.143,0.501,-0.0238805312134928,390.1,0.002,1176.6,subtitles,cor,lowercase,skipgram,r_01,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.499,0.326,0.639,-0.192927174605365,569.08,0,1164.1,cor_subtitles_skipgram_100_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.494,0.339,0.63,-0.192927174605365,565.71,0,1165.9,subtitles,cor,lowercase,skipgram,r_10,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.441,0.271,0.583,-0.0846280092561725,545.28,0,1170.2,cor_subtitles_skipgram_100_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.436,0.291,0.564,-0.0846280092561725,541.41,0,1171.9,subtitles,cor,lowercase,skipgram,r_03,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.501,0.363,0.647,-0.175595681161096,597.73,0,1164.6,cor_subtitles_skipgram_100_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.496,0.342,0.639,-0.175595681161096,594.36,0,1166.3,subtitles,cor,lowercase,skipgram,r_05,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.282,0.104,0.448,-0.00619194317948163,361.58,0.011,1178.4,cor_subtitles_skipgram_200_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.279,0.103,0.451,-0.00619194317948163,359.09,0.012,1179.8,subtitles,cor,lowercase,skipgram,r_01,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.409,0.241,0.546,-0.0758808517367845,480.38,0,1171.7,cor_subtitles_skipgram_200_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.403,0.204,0.559,-0.0758808517367845,474.41,0,1173.5,subtitles,cor,lowercase,skipgram,r_10,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.348,0.183,0.515,-0.0752503581758003,468.53,0.002,1174.6,cor_subtitles_skipgram_200_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.342,0.175,0.48,-0.0752503581758003,462.9,0.002,1176.3,subtitles,cor,lowercase,skipgram,r_03,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.454,0.276,0.605,-0.135261223283357,596.61,0,1166.4,cor_subtitles_skipgram_200_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.448,0.291,0.584,-0.135261223283357,590.79,0,1168.3,subtitles,cor,lowercase,skipgram,r_05,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.304,0.136,0.452,-0.054706445333521,559.17,0.001,1174.2,cor_subtitles_skipgram_300_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.301,0.131,0.441,-0.054706445333521,557.58,0.001,1175.6,subtitles,cor,lowercase,skipgram,r_01,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.446,0.314,0.573,-0.110116539589466,618.31,0,1167.2,cor_subtitles_skipgram_300_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.44,0.288,0.576,-0.110116539589466,613.61,0,1169,subtitles,cor,lowercase,skipgram,r_10,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.24,0.055,0.388,-0.013220261389318,565.24,0.002,1175.2,cor_subtitles_skipgram_300_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.234,0.036,0.414,-0.013220261389318,558.07,0.003,1176.8,subtitles,cor,lowercase,skipgram,r_03,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.398,0.243,0.529,-0.0713345374513921,598.1,0,1169.5,cor_subtitles_skipgram_300_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.393,0.234,0.548,-0.0713345374513921,592.91,0,1171.2,subtitles,cor,lowercase,skipgram,r_05,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.264,0.087,0.435,-0.00917667703798908,315.38,0.011,1178.4,cor_subtitles_skipgram_50_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.263,0.088,0.427,-0.00917667703798908,316.2,0.011,1179.7,subtitles,cor,lowercase,skipgram,r_01,50,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_subtitles_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.516,0.349,0.641,-0.166271253393915,482.09,0,1164.5,cor_subtitles_skipgram_50_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cor_subtitles_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.512,0.378,0.646,-0.166271253393915,481.72,0,1166,subtitles,cor,lowercase,skipgram,r_10,50,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
