lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
euc_ukwac_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.156,-0.065,0.369,-0.00442718938112961,3.33,0.171,1180.1,euc_ukwac_cbow_200_r10m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.154,-0.054,0.336,-0.00442718938112961,3.33,0.174,1181.3,ukwac,euc,lowercase,cbow,r_10,200,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.02,-0.215,0.153,0.0374951349146417,2.01,0.654,1181.9,euc_ukwac_cbow_200_r3m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.021,-0.229,0.173,0.0374951349146417,2.01,0.657,1183.1,ukwac,euc,lowercase,cbow,r_03,200,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.007,-0.193,0.208,0.0279374329166324,1.73,0.606,1181.8,euc_ukwac_cbow_200_r5m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.007,-0.201,0.2,0.0279374329166324,1.74,0.607,1183,ukwac,euc,lowercase,cbow,r_05,200,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.095,-0.288,0.102,0.00509212327679374,5.91,0.572,1181.8,euc_ukwac_cbow_300_r1m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.095,-0.258,0.065,0.00509212327679374,5.97,0.57,1183,ukwac,euc,lowercase,cbow,r_01,300,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.083,-0.125,0.284,0.00544607052793854,3.07,0.223,1180.5,euc_ukwac_cbow_300_r10m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.081,-0.126,0.289,0.00544607052793854,3.06,0.227,1181.7,ukwac,euc,lowercase,cbow,r_10,300,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.051,-0.253,0.114,0.0353573290019558,1.63,0.718,1182,euc_ukwac_cbow_300_r3m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.051,-0.254,0.184,0.0353573290019558,1.65,0.716,1183.2,ukwac,euc,lowercase,cbow,r_03,300,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.047,-0.257,0.164,0.0234087823077217,1.44,0.678,1181.9,euc_ukwac_cbow_300_r5m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.047,-0.223,0.183,0.0234087823077217,1.44,0.679,1183.1,ukwac,euc,lowercase,cbow,r_05,300,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.039,-0.266,0.188,0.053337045637265,4.89,0.676,1181.9,euc_ukwac_cbow_50_r1m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.039,-0.249,0.173,0.053337045637265,4.95,0.675,1183.1,ukwac,euc,lowercase,cbow,r_01,50,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.327,0.171,0.486,0.00211505686965461,3.88,0.072,1178.7,euc_ukwac_cbow_50_r10m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.325,0.159,0.48,0.00211505686965461,3.89,0.073,1179.9,ukwac,euc,lowercase,cbow,r_10,50,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.076,-0.159,0.266,0.0598185020297283,2.03,0.641,1181.9,euc_ukwac_cbow_50_r3m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.076,-0.121,0.268,0.0598185020297283,2.06,0.639,1183.1,ukwac,euc,lowercase,cbow,r_03,50,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.18,0.004,0.372,0.0192024264827306,3.08,0.302,1181,euc_ukwac_cbow_50_r5m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.18,-0.024,0.381,0.0192024264827306,3.1,0.301,1182.2,ukwac,euc,lowercase,cbow,r_05,50,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.101,-0.287,0.093,0.00775135679832379,10,0.334,1181.1,euc_ukwac_cbow_500_r1m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.101,-0.293,0.081,0.00775135679832379,10.08,0.334,1182.3,ukwac,euc,lowercase,cbow,r_01,500,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.099,-0.092,0.275,0.0297719032909722,3.48,0.169,1180.1,euc_ukwac_cbow_500_r10m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.098,-0.073,0.28,0.0297719032909722,3.48,0.172,1181.3,ukwac,euc,lowercase,cbow,r_10,500,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.041,-0.225,0.168,0.0477722109112589,3.4,0.472,1181.6,euc_ukwac_cbow_500_r3m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.041,-0.247,0.194,0.0477722109112589,3.43,0.471,1182.7,ukwac,euc,lowercase,cbow,r_03,500,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.041,-0.152,0.242,0.0263720311255534,3.66,0.297,1181,euc_ukwac_cbow_500_r5m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.041,-0.156,0.222,0.0263720311255534,3.68,0.298,1182.1,ukwac,euc,lowercase,cbow,r_05,500,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.4,-0.545,-0.213,-0.000648817771650305,-784.05,0.32,1181.1,euc_ukwac_conditional_probability_None_r1m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.402,-0.55,-0.198,-0.000648817771650305,-823.96,0.299,1182.1,ukwac,euc,lowercase,conditional_probability_None,r_01,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.068,-0.092,0.238,0.105705432469194,2744.74,0.251,1180.7,euc_ukwac_conditional_probability_None_r10m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.066,-0.124,0.277,0.105705432469194,2699.9,0.262,1182,ukwac,euc,lowercase,conditional_probability_None,r_10,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.255,-0.427,-0.064,0.0403197760979825,-0.42,1,1182.1,euc_ukwac_conditional_probability_None_r3m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.256,-0.455,-0.034,0.0403197760979825,-40.97,0.978,1183.3,ukwac,euc,lowercase,conditional_probability_None,r_03,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.125,-0.329,0.074,0.0844952372873649,1681.79,0.44,1181.5,euc_ukwac_conditional_probability_None_r5m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.127,-0.292,0.073,0.0844952372873649,1628.68,0.457,1182.7,ukwac,euc,lowercase,conditional_probability_None,r_05,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.236,-0.383,-0.042,0.102835947653208,-1.65,0,1161.5,euc_ukwac_log_cooccurrence_None_r1m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.233,-0.435,-0.016,0.102835947653208,-1.65,0,1163,ukwac,euc,lowercase,log_cooccurrence_None,r_01,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.204,-0.385,0,0.0952962069559713,-0.51,0.001,1171,euc_ukwac_log_cooccurrence_None_r10m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.201,-0.405,0.009,0.0952962069559713,-0.51,0.001,1172.4,ukwac,euc,lowercase,log_cooccurrence_None,r_10,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.214,-0.403,-0.006,0.099070649439934,-0.88,0,1168.3,euc_ukwac_log_cooccurrence_None_r3m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.212,-0.427,-0.005,0.099070649439934,-0.88,0,1169.7,ukwac,euc,lowercase,log_cooccurrence_None,r_03,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.216,-0.41,-0.02,0.0974035423416321,-0.69,0.001,1169.6,euc_ukwac_log_cooccurrence_None_r5m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.213,-0.437,-0.008,0.0974035423416321,-0.69,0.001,1170.9,ukwac,euc,lowercase,log_cooccurrence_None,r_05,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.252,-0.403,-0.065,0.0396667781970163,-0.2,0,1162.6,euc_ukwac_pmi_None_r1m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.249,-0.393,-0.106,0.0396667781970163,-0.2,0,1164,ukwac,euc,lowercase,pmi_None,r_01,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.056,-0.236,0.11,0.03006463028493,-0.14,0,1166.7,euc_ukwac_pmi_None_r10m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.054,-0.217,0.111,0.03006463028493,-0.14,0,1168.1,ukwac,euc,lowercase,pmi_None,r_10,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.151,-0.299,0.022,0.0336337377414942,-0.17,0,1164.3,euc_ukwac_pmi_None_r3m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.149,-0.303,0.018,0.0336337377414942,-0.17,0,1165.7,ukwac,euc,lowercase,pmi_None,r_03,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.122,-0.279,0.049,0.031978707616719,-0.16,0,1164.4,euc_ukwac_pmi_None_r5m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.12,-0.279,0.05,0.031978707616719,-0.16,0,1165.8,ukwac,euc,lowercase,pmi_None,r_05,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.257,-0.381,-0.088,0.0393230788502439,-0.2,0,1163.3,euc_ukwac_ppmi_None_r1m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.254,-0.408,-0.072,0.0393230788502439,-0.2,0,1164.7,ukwac,euc,lowercase,ppmi_None,r_01,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.06,-0.219,0.104,0.0315019058090082,-0.14,0,1167.4,euc_ukwac_ppmi_None_r10m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.057,-0.207,0.099,0.0315019058090082,-0.14,0,1168.8,ukwac,euc,lowercase,ppmi_None,r_10,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.154,-0.322,0.012,0.0343715304383083,-0.17,0,1165,euc_ukwac_ppmi_None_r3m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.152,-0.316,0.01,0.0343715304383083,-0.17,0,1166.4,ukwac,euc,lowercase,ppmi_None,r_03,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.126,-0.304,0.033,0.0330438197599573,-0.16,0,1165.1,euc_ukwac_ppmi_None_r5m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.123,-0.277,0.047,0.0330438197599573,-0.16,0,1166.5,ukwac,euc,lowercase,ppmi_None,r_05,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.462,-0.572,-0.343,0.00103449501476895,0,0.037,1177.4,euc_ukwac_probability_ratios_None_r1m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.461,-0.577,-0.324,0.00103449501476895,0,0.039,1178.7,ukwac,euc,lowercase,probability_ratios_None,r_01,None,count,1147.71,1149.09,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.402,-0.545,-0.263,0.0041535873934146,0,0.222,1180.5,euc_ukwac_probability_ratios_None_r10m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.401,-0.52,-0.261,0.0041535873934146,0,0.227,1181.7,ukwac,euc,lowercase,probability_ratios_None,r_10,None,count,1147.71,1149.09,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.439,-0.55,-0.281,0.0022229462902359,0,0.077,1178.8,euc_ukwac_probability_ratios_None_r3m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.438,-0.576,-0.289,0.0022229462902359,0,0.081,1180,ukwac,euc,lowercase,probability_ratios_None,r_03,None,count,1147.71,1149.09,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.426,-0.539,-0.291,0.00291618197486841,0,0.108,1179.4,euc_ukwac_probability_ratios_None_r5m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,-0.426,-0.545,-0.286,0.00291618197486841,0,0.113,1180.6,ukwac,euc,lowercase,probability_ratios_None,r_05,None,count,1147.71,1149.09,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.068,-0.113,0.274,0.0051101075400794,21.13,0.234,1180.6,euc_ukwac_skipgram_100_r1m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.067,-0.16,0.278,0.0051101075400794,21.11,0.237,1181.8,ukwac,euc,lowercase,skipgram,r_01,100,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.362,0.181,0.523,0.000347113989263625,59.25,0.009,1174.9,euc_ukwac_skipgram_100_r10m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.359,0.184,0.535,0.000347113989263625,59,0.01,1176.2,ukwac,euc,lowercase,skipgram,r_10,100,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.207,0.022,0.368,0.00750010709049212,42.09,0.04,1177.6,euc_ukwac_skipgram_100_r3m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.205,0.011,0.388,0.00750010709049212,42,0.042,1178.9,ukwac,euc,lowercase,skipgram,r_03,100,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.243,0.084,0.397,0.00242772156794618,47.07,0.029,1177,euc_ukwac_skipgram_100_r5m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.241,0.066,0.425,0.00242772156794618,46.9,0.031,1178.3,ukwac,euc,lowercase,skipgram,r_05,100,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.078,-0.116,0.269,0.0135894007192586,17.55,0.314,1181,euc_ukwac_skipgram_200_r1m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.077,-0.158,0.267,0.0135894007192586,17.5,0.319,1182.2,ukwac,euc,lowercase,skipgram,r_01,200,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.272,0.095,0.429,0.0379793719996618,45.99,0.058,1178.3,euc_ukwac_skipgram_200_r10m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.27,0.117,0.412,0.0379793719996618,45.84,0.06,1179.5,ukwac,euc,lowercase,skipgram,r_10,200,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.172,-0.008,0.355,0.0176266891720815,30.27,0.113,1179.4,euc_ukwac_skipgram_200_r3m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.17,-0.036,0.349,0.0176266891720815,30.15,0.117,1180.7,ukwac,euc,lowercase,skipgram,r_03,200,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.244,0.045,0.409,0.0136192785351821,38.84,0.06,1178.3,euc_ukwac_skipgram_200_r5m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.242,0.075,0.384,0.0136192785351821,38.79,0.062,1179.6,ukwac,euc,lowercase,skipgram,r_05,200,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.043,-0.142,0.24,0.0247748758738658,16.92,0.323,1181.1,euc_ukwac_skipgram_300_r1m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.042,-0.157,0.238,0.0247748758738658,16.97,0.325,1182.3,ukwac,euc,lowercase,skipgram,r_01,300,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.261,0.113,0.412,0.040435090684346,46.01,0.047,1177.9,euc_ukwac_skipgram_300_r10m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.259,0.112,0.408,0.040435090684346,45.94,0.048,1179.1,ukwac,euc,lowercase,skipgram,r_10,300,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.218,0.017,0.384,0.0138343775028766,37,0.047,1177.9,euc_ukwac_skipgram_300_r3m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.217,0.062,0.388,0.0138343775028766,37.08,0.048,1179.1,ukwac,euc,lowercase,skipgram,r_03,300,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.229,0.056,0.402,0.0333991114123477,39.16,0.05,1178,euc_ukwac_skipgram_300_r5m_RT ~ country + Letters_n + Syllables_n+logUKWAC,euc_ukwac_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+logUKWAC,0.228,0.042,0.398,0.0333991114123477,39.16,0.051,1179.2,ukwac,euc,lowercase,skipgram,r_05,300,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
