lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
euc_bnc_cbow_500_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.494,0.338,0.621,-0.132335429741104,16.79,0,1134.7,euc_bnc_cbow_500_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_cbow_500_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.493,0.316,0.646,-0.132335429741104,16.8,0,1136.2,bnc,euc,lowercase,cbow,r_10,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_cbow_500_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.376,0.206,0.534,-0.125942314124742,27.39,0.003,1137.7,euc_bnc_cbow_500_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_cbow_500_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.375,0.214,0.517,-0.125942314124742,27.29,0.003,1139.2,bnc,euc,lowercase,cbow,r_03,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_cbow_500_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.448,0.291,0.595,-0.160105496182976,25.01,0,1134,euc_bnc_cbow_500_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_cbow_500_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.448,0.276,0.599,-0.160105496182976,24.99,0,1135.5,bnc,euc,lowercase,cbow,r_05,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_conditional_probability_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.033,-0.227,0.158,0.00305288174847263,284.84,0.421,1138.2,euc_bnc_conditional_probability_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_conditional_probability_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.036,-0.255,0.191,0.00305288174847263,275.31,0.44,1139.6,bnc,euc,lowercase,conditional_probability_None,r_01,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_conditional_probability_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.435,-0.556,-0.271,0.0385669852084101,-4301.46,0.053,1131.7,euc_bnc_conditional_probability_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_conditional_probability_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.433,-0.554,-0.314,0.0385669852084101,-4276.81,0.055,1133.2,bnc,euc,lowercase,conditional_probability_None,r_10,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_conditional_probability_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.424,-0.55,-0.269,0.0320727536835918,-1349.66,0.215,1135.2,euc_bnc_conditional_probability_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_conditional_probability_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.424,-0.58,-0.285,0.0320727536835918,-1381.75,0.207,1136.5,bnc,euc,lowercase,conditional_probability_None,r_03,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_conditional_probability_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.457,-0.59,-0.314,0.0368925389206372,-2889.68,0.071,1132.9,euc_bnc_conditional_probability_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_conditional_probability_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.456,-0.579,-0.297,0.0368925389206372,-2918.69,0.069,1134.3,bnc,euc,lowercase,conditional_probability_None,r_05,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_log_cooccurrence_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.133,-0.335,0.088,0.0730943275264226,-3.14,0.009,1144.4,euc_bnc_log_cooccurrence_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_log_cooccurrence_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.131,-0.304,0.052,0.0730943275264226,-3.16,0.009,1145.8,bnc,euc,lowercase,log_cooccurrence_None,r_01,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_log_cooccurrence_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.299,-0.493,-0.096,0.0994755816630588,-1.04,0.017,1147.2,euc_bnc_log_cooccurrence_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_log_cooccurrence_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.297,-0.49,-0.104,0.0994755816630588,-1.04,0.018,1148.6,bnc,euc,lowercase,log_cooccurrence_None,r_10,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_log_cooccurrence_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.229,-0.425,-0.043,0.0993136027230096,-1.8,0.011,1145.6,euc_bnc_log_cooccurrence_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_log_cooccurrence_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.227,-0.415,-0.054,0.0993136027230096,-1.81,0.011,1147,bnc,euc,lowercase,log_cooccurrence_None,r_03,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_log_cooccurrence_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.268,-0.414,-0.087,0.100645639722911,-1.41,0.013,1146.3,euc_bnc_log_cooccurrence_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_log_cooccurrence_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.266,-0.481,-0.066,0.100645639722911,-1.42,0.014,1147.7,bnc,euc,lowercase,log_cooccurrence_None,r_05,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_pmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.154,-0.27,-0.008,0.0378859757124619,-0.52,0.001,1144.7,euc_bnc_pmi_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_pmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.152,-0.283,-0.004,0.0378859757124619,-0.52,0.001,1146.1,bnc,euc,lowercase,pmi_None,r_01,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_pmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.029,-0.186,0.167,0.0251537460813086,-0.45,0.005,1147.7,euc_bnc_pmi_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_pmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.027,-0.178,0.118,0.0251537460813086,-0.45,0.005,1149,bnc,euc,lowercase,pmi_None,r_10,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_pmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.104,-0.252,0.045,0.031150710096384,-0.52,0.001,1145.4,euc_bnc_pmi_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_pmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.102,-0.246,0.039,0.031150710096384,-0.53,0.001,1146.8,bnc,euc,lowercase,pmi_None,r_03,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_pmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.084,-0.237,0.075,0.0283245923721428,-0.5,0.002,1146,euc_bnc_pmi_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_pmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.082,-0.246,0.08,0.0283245923721428,-0.51,0.002,1147.4,bnc,euc,lowercase,pmi_None,r_05,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_ppmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.155,-0.312,0.016,0.0356205440516944,-0.52,0.001,1144.8,euc_bnc_ppmi_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_ppmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.154,-0.287,0.011,0.0356205440516944,-0.52,0.001,1146.2,bnc,euc,lowercase,ppmi_None,r_01,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_ppmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.031,-0.191,0.129,0.0245470395384678,-0.46,0.005,1147.5,euc_bnc_ppmi_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_ppmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.03,-0.211,0.13,0.0245470395384678,-0.47,0.005,1148.9,bnc,euc,lowercase,ppmi_None,r_10,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_ppmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.105,-0.261,0.054,0.0294215333650434,-0.53,0.001,1145.5,euc_bnc_ppmi_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_ppmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.103,-0.268,0.074,0.0294215333650434,-0.53,0.001,1146.8,bnc,euc,lowercase,ppmi_None,r_03,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_ppmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.085,-0.249,0.075,0.026932301316599,-0.51,0.002,1146,euc_bnc_ppmi_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_ppmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.083,-0.226,0.047,0.026932301316599,-0.51,0.002,1147.4,bnc,euc,lowercase,ppmi_None,r_05,None,count,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_probability_ratios_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.468,-0.58,-0.342,0.00260279680992484,0,0.01,1162.5,euc_bnc_probability_ratios_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_probability_ratios_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.465,-0.549,-0.361,0.00260279680992484,0,0.011,1164,bnc,euc,lowercase,probability_ratios_None,r_01,None,count,1147.89,1149.29,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_probability_ratios_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.396,-0.511,-0.262,0.00459673140755428,0,0.091,1162.3,euc_bnc_probability_ratios_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_probability_ratios_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.394,-0.502,-0.269,0.00459673140755428,0,0.094,1163.7,bnc,euc,lowercase,probability_ratios_None,r_10,None,count,1147.89,1149.29,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_probability_ratios_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.426,-0.542,-0.294,0.00272372780572816,0,0.042,1162.9,euc_bnc_probability_ratios_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_probability_ratios_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.424,-0.536,-0.292,0.00272372780572816,0,0.043,1164.3,bnc,euc,lowercase,probability_ratios_None,r_03,None,count,1147.89,1149.29,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_bnc_probability_ratios_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.412,-0.534,-0.288,0.00330705723498784,0,0.064,1162.8,euc_bnc_probability_ratios_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_probability_ratios_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.411,-0.539,-0.295,0.00330705723498784,0,0.066,1164.3,bnc,euc,lowercase,probability_ratios_None,r_05,None,count,1147.89,1149.29,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_bnc_skipgram_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.017,-0.2,0.211,-0.0903059370307614,35.9,0.179,1142.3,euc_bnc_skipgram_100_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.016,-0.222,0.265,-0.0903059370307614,35.5,0.185,1143.7,bnc,euc,lowercase,skipgram,r_01,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_skipgram_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.132,-0.084,0.31,-0.157779335744934,171.15,0,1129.7,euc_bnc_skipgram_100_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.131,-0.123,0.329,-0.157779335744934,170.29,0,1131.3,bnc,euc,lowercase,skipgram,r_10,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_skipgram_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.123,-0.073,0.317,-0.101645425254499,69.73,0.02,1138.6,euc_bnc_skipgram_100_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.122,-0.054,0.321,-0.101645425254499,69.56,0.021,1140.1,bnc,euc,lowercase,skipgram,r_03,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_skipgram_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.149,-0.043,0.319,-0.072681039060869,83.05,0.01,1137.5,euc_bnc_skipgram_100_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.148,-0.036,0.328,-0.072681039060869,83.3,0.01,1138.9,bnc,euc,lowercase,skipgram,r_05,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_skipgram_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.003,-0.193,0.206,-0.0718163865927805,26.91,0.289,1143.1,euc_bnc_skipgram_200_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.003,-0.225,0.22,-0.0718163865927805,26.72,0.295,1144.5,bnc,euc,lowercase,skipgram,r_01,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_skipgram_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.085,-0.27,0.118,-0.0738808547969444,93.98,0.018,1137.8,euc_bnc_skipgram_200_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.086,-0.293,0.154,-0.0738808547969444,93.52,0.019,1139.3,bnc,euc,lowercase,skipgram,r_10,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_skipgram_200_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.004,-0.18,0.204,-0.036433051790464,35.55,0.155,1142.2,euc_bnc_skipgram_200_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_200_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.004,-0.211,0.205,-0.036433051790464,35.56,0.156,1143.6,bnc,euc,lowercase,skipgram,r_03,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_skipgram_200_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.02,-0.227,0.202,-0.0742488990015853,56.84,0.062,1140.4,euc_bnc_skipgram_200_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_200_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.021,-0.226,0.207,-0.0742488990015853,56.72,0.063,1141.9,bnc,euc,lowercase,skipgram,r_05,200,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_skipgram_300_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.062,-0.175,0.299,-0.0870039383908926,33.65,0.168,1142.4,euc_bnc_skipgram_300_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_300_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.061,-0.167,0.281,-0.0870039383908926,33.39,0.174,1143.8,bnc,euc,lowercase,skipgram,r_01,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_skipgram_300_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.177,-0.37,0.055,-0.0376331748380435,56.86,0.099,1140.9,euc_bnc_skipgram_300_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_300_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.178,-0.361,0.025,-0.0376331748380435,56.79,0.1,1142.3,bnc,euc,lowercase,skipgram,r_10,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_skipgram_300_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.024,-0.218,0.237,-0.0615796197366888,35.77,0.132,1142.1,euc_bnc_skipgram_300_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_300_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.023,-0.185,0.215,-0.0615796197366888,35.74,0.134,1143.5,bnc,euc,lowercase,skipgram,r_03,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_skipgram_300_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.083,-0.302,0.11,-0.0370057766113786,37.45,0.154,1142.1,euc_bnc_skipgram_300_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_300_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.085,-0.299,0.127,-0.0370057766113786,37.13,0.159,1143.6,bnc,euc,lowercase,skipgram,r_05,300,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_skipgram_50_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.032,-0.16,0.252,-0.0705216731759183,36.55,0.192,1142.3,euc_bnc_skipgram_50_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_50_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.032,-0.185,0.253,-0.0705216731759183,36.24,0.196,1143.7,bnc,euc,lowercase,skipgram,r_01,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_skipgram_50_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.172,-0.042,0.393,-0.138550026188446,112.26,0.003,1134.9,euc_bnc_skipgram_50_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_50_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.172,-0.03,0.354,-0.138550026188446,112.55,0.003,1136.3,bnc,euc,lowercase,skipgram,r_10,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_skipgram_50_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.191,-0.014,0.396,-0.135104952823161,81.79,0.017,1137.9,euc_bnc_skipgram_50_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_50_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.191,-0.016,0.388,-0.135104952823161,81.34,0.018,1139.4,bnc,euc,lowercase,skipgram,r_03,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_skipgram_50_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.267,0.05,0.455,-0.0780106944332751,78.12,0.018,1138.4,euc_bnc_skipgram_50_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_50_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.266,0.053,0.458,-0.0780106944332751,78.3,0.018,1139.8,bnc,euc,lowercase,skipgram,r_05,50,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_bnc_skipgram_500_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.06,-0.185,0.281,-0.0809696113752722,32.25,0.228,1142.6,euc_bnc_skipgram_500_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_500_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.06,-0.166,0.27,-0.0809696113752722,31.98,0.233,1144,bnc,euc,lowercase,skipgram,r_01,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_skipgram_500_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.272,-0.422,-0.069,-0.0259203022124023,32.95,0.323,1142.7,euc_bnc_skipgram_500_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_500_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.273,-0.463,-0.09,-0.0259203022124023,32.59,0.33,1144.1,bnc,euc,lowercase,skipgram,r_10,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_skipgram_500_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.032,-0.181,0.239,-0.0297080982483717,34.44,0.118,1142.1,euc_bnc_skipgram_500_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_500_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.031,-0.152,0.23,-0.0297080982483717,34.28,0.121,1143.6,bnc,euc,lowercase,skipgram,r_03,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
euc_bnc_skipgram_500_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.09,-0.272,0.115,-0.03986384210067,35.4,0.132,1142.1,euc_bnc_skipgram_500_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,euc_bnc_skipgram_500_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.092,-0.285,0.08,-0.03986384210067,35.03,0.137,1143.6,bnc,euc,lowercase,skipgram,r_05,500,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.102,-0.269,0.101,-0.0687240925765123,14.93,0.986,1141,cor_bnc_cbow_100_r1m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,-0.1,-0.301,0.098,-0.0687240925765123,13.52,0.979,1142.4,bnc,cor,lowercase,cbow,r_01,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.21,0.002,0.391,-0.190914442484067,226.28,0.048,1137.1,cor_bnc_cbow_100_r10m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.212,0.034,0.38,-0.190914442484067,222.37,0.05,1138.6,bnc,cor,lowercase,cbow,r_10,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.111,-0.092,0.311,-0.16597481500349,188.89,0.127,1138.7,cor_bnc_cbow_100_r3m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.113,-0.052,0.29,-0.16597481500349,186.37,0.127,1140.2,bnc,cor,lowercase,cbow,r_03,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_bnc_cbow_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.127,-0.046,0.265,-0.196263375059093,218.05,0.092,1138.1,cor_bnc_cbow_100_r5m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,cor_bnc_cbow_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logBNC,0.129,-0.074,0.333,-0.196263375059093,214.12,0.095,1139.5,bnc,cor,lowercase,cbow,r_05,100,predict,1147.89,1149.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
